HitId,HitTitle,Annotation,AssignmentId,WorkerId,Status,AcceptTime,SubmitTime,Answer 1,Answer 2,Answer 3,Answer 4,Answer 5,Answer 6,Answer 7,Answer 8,Answer 9,Answer 10,Answer 11,Answer 12,Answer 13,Answer 14,Answer 15,Answer 16,Answer 17
2SOBFMFFOYYOCUZ52I7E3C0RXJ2ZMO,"A demographic study on the workers of Mechanical Turk","",2TCM05BMJTUNHP82GU0RL7S5X2LFK2,A3OGXVZ41XKHBV,Approved,"Fri Nov 15 14:36:27 PST 2013","Fri Nov 15 14:38:05 PST 2013",comp_14_3;13;2,comp_49_3;7;2,comp_139_3;2;1,comp_116_3;0;5,comp_131_3;3;2,comp_34_3;14;2,comp_100_3;8;4,comp_111_3;4;2,comp_127_3;6;2,comp_10_3;12;1,comp_45_3;15;8,comp_87_3;5;10,comp_121_3;1;0,comp_174_3;9;24,comp_8_3;16;0,comp_26_3;11;5,comp_3_3;10;0|comp_6_3;10;2|comp_2_3;10;3|comp_4_3;10;4,
