HitId,HitTitle,Annotation,AssignmentId,WorkerId,Status,AcceptTime,SubmitTime,Answer 1,Answer 2,Answer 3,Answer 4,Answer 5,Answer 6,Answer 7,Answer 8,Answer 9,Answer 10,Answer 11,Answer 12,Answer 13,Answer 14,Answer 15,Answer 16,Answer 17
20WNLVWJ5OPHJR12MDPM7B7EPVTU2O,"A demographic study on the workers of Mechanical Turk","",2Z5OBDDP8PJ23NJZV2DBEQ390GTF4A,A3VMJIW0DP7007,Approved,"Fri Nov 15 13:31:32 PST 2013","Fri Nov 15 13:33:28 PST 2013",comp_17_3;14;3,comp_49_3;8;2,comp_141_3;0;1,comp_115_3;6;6,comp_131_3;4;1,comp_34_3;10;2,comp_102_3;3;4,comp_106_3;7;7,comp_126_3;1;2,comp_11_3;16;1,comp_44_3;13;3,comp_59_3;5;38,comp_124_3;2;3,comp_157_3;9;41,comp_9_3;11;1,comp_26_3;12;3,comp_6_3;15;5,
