HitId,HitTitle,Annotation,AssignmentId,WorkerId,Status,AcceptTime,SubmitTime,Answer 1,Answer 2,Answer 3,Answer 4,Answer 5,Answer 6,Answer 7,Answer 8,Answer 9,Answer 10,Answer 11,Answer 12,Answer 13,Answer 14,Answer 15,Answer 16,Answer 17
2YQ8MQU6L5OHE5ONE2O4LIJF72TDWF,"A demographic study on the workers of Mechanical Turk","",2418JHSTLB3RJ8H5WNFBUEJRFBTSGQ,A3VE0HT1J20HNX,Approved,"Fri Nov 15 11:41:33 PST 2013","Fri Nov 15 11:59:00 PST 2013",comp_12_3;11;8,comp_48_3;8;2,comp_140_3;5;2,comp_119_3;2;1,comp_131_3;6;1,comp_35_3;16;5,comp_102_3;1;2,comp_105_3;0;0,comp_128_3;3;4,comp_11_3;12;0,comp_42_3;10;5,comp_91_3;4;6,comp_121_3;7;4,comp_175_3;9;23,comp_9_3;13;1,comp_26_3;15;3,comp_5_3;14;1|comp_6_3;14;2|comp_3_3;14;3|comp_2_3;14;4|comp_7_3;14;5,
