HitId,HitTitle,Annotation,AssignmentId,WorkerId,Status,AcceptTime,SubmitTime,Answer 1,Answer 2,Answer 3,Answer 4,Answer 5,Answer 6,Answer 7,Answer 8,Answer 9,Answer 10,Answer 11,Answer 12
2HY5R98D8J31X02EFYEYNG3MC7BFVO,"A demographic study on the workers of Mechanical Turk","",22O6NG1FS3N46CHK266Z3ZL2Y7JZLC,AL3U9R1JW2HN9,Approved,"Fri Nov 15 13:55:09 PST 2013","Fri Nov 15 13:56:20 PST 2013",comp_48_3;0;0,comp_140_3;7;7,comp_117_3;1;2,comp_131_3;2;1,comp_100_3;5;2,comp_113_3;3;0,comp_127_3;8;3,comp_64_3;6;13,comp_123_3;4;2,comp_182_3;9;16,comp_27_3;10;2,comp_6_3;11;0|comp_2_3;11;1|comp_4_3;11;2,
