HitId,HitTitle,Annotation,AssignmentId,WorkerId,Status,AcceptTime,SubmitTime,Answer 1,Answer 2,Answer 3,Answer 4,Answer 5,Answer 6,Answer 7,Answer 8,Answer 9,Answer 10,Answer 11,Answer 12,Answer 13,Answer 14
2N9LPHIT3HV2TOQ4T7EJ12172M9BJE,"A demographic study on the workers of Mechanical Turk","",2JCQW618N460G8IZRAOCPTNDT36PND,A3DUAAH90MWL35,Approved,"Fri Nov 15 11:06:00 PST 2013","Fri Nov 15 11:07:48 PST 2013",comp_14_3;11;6,comp_48_3;7;1,comp_140_3;8;4,comp_131_3;1;0,comp_107_3;6;6,comp_128_3;3;2,comp_124_3;0;3,comp_9_3;10;0,comp_24_3;12;3,comp_2_3;13;0|comp_4_3;13;2|comp_6_3;13;5,comp_117_3;2;1,comp_100_3;4;4,comp_74_3;5;23,comp_163_3;9;35,
