HitId,HitTitle,Annotation,AssignmentId,WorkerId,Status,AcceptTime,SubmitTime,Answer 1,Answer 2
2Y6VR14IXKO842831HNAHX3YOZC9AM,"A demographic study on the workers of Mechanical Turk","",29R2MIKMN9UE824PVYNW8I3SVE1ARC,A2UKR9LSUV12ZW,Approved,"Fri Nov 15 13:28:59 PST 2013","Fri Nov 15 13:29:20 PST 2013",comp_130_3;1;1,comp_102_3;0;4,
