HitId,HitTitle,Annotation,AssignmentId,WorkerId,Status,AcceptTime,SubmitTime,Answer 1
2NA8SV7WGKCIEERPZFU3XHAPQQBR10,"A demographic study on the workers of Mechanical Turk","",27MLRGNTBJ3S563R2UYNH2KHCP3U8U,A1GKEEI844CEKI,Approved,"Fri Nov 15 12:23:28 PST 2013","Fri Nov 15 12:23:44 PST 2013",comp_111_3;0;6,
