HitId,HitTitle,Annotation,AssignmentId,WorkerId,Status,AcceptTime,SubmitTime,Answer 1,Answer 2,Answer 3,Answer 4,Answer 5,Answer 6,Answer 7,Answer 8,Answer 9,Answer 10,Answer 11,Answer 12,Answer 13,Answer 14,Answer 15
20Y5TYMNCWYHN2LVFXJH811JO9ROKR,"A demographic study on the workers of Mechanical Turk","",28FJ92NJKM0BUFPFHMPWDGTPA7SE9N,A1C25UTNVMVTNM,Approved,"Fri Nov 15 13:17:42 PST 2013","Fri Nov 15 13:19:11 PST 2013",comp_14_3;9;2,comp_48_3;4;2,comp_135_3;0;7,comp_132_3;8;2,comp_106_3;2;1,comp_130_3;1;1,comp_10_3;10;1,comp_47_3;13;0,comp_121_3;7;0,comp_8_3;12;0,comp_26_3;14;5,comp_119_3;3;1,comp_34_3;11;4,comp_102_3;6;4,comp_91_3;5;6,
