HitId,HitTitle,Annotation,AssignmentId,WorkerId,Status,AcceptTime,SubmitTime,Answer 1,Answer 2,Answer 3,Answer 4,Answer 5,Answer 6,Answer 7,Answer 8,Answer 9,Answer 10,Answer 11,Answer 12,Answer 13,Answer 14,Answer 15,Answer 16,Answer 17
2KVHJHP4BDDQZX4UEXO983G35TTY5P,"A demographic study on the workers of Mechanical Turk","",2TS11K274J7F3J2SODE4HUXFDTGFDH,A70AS0KVKADBY,Approved,"Fri Nov 15 10:36:33 PST 2013","Fri Nov 15 10:38:04 PST 2013",comp_12_3;16;8,comp_49_3;1;1,comp_140_3;8;7,comp_131_3;6;0,comp_108_3;4;3,comp_126_3;2;4,comp_11_3;10;0,comp_44_3;12;7,comp_121_3;0;0,comp_9_3;14;1,comp_26_3;13;3,comp_6_3;15;0|comp_4_3;15;1,comp_119_3;7;5,comp_35_3;11;1,comp_101_3;3;3,comp_87_3;5;10,comp_175_3;9;23,
