HitId,HitTitle,Annotation,AssignmentId,WorkerId,Status,AcceptTime,SubmitTime,Answer 1,Answer 2,Answer 3,Answer 4,Answer 5,Answer 6,Answer 7,Answer 8,Answer 9,Answer 10,Answer 11,Answer 12,Answer 13,Answer 14,Answer 15
26R746OQ1SNW90WSU5W11KCNRNZO4Z,"A demographic study on the workers of Mechanical Turk","",2GCW4ZMAZHHXAELCNTEN6RH1LXZAJC,A1C2LRGS40747I,Approved,"Fri Nov 15 10:03:54 PST 2013","Fri Nov 15 10:05:58 PST 2013",comp_14_3;12;2,comp_48_3;6;0,comp_135_3;7;5,comp_132_3;3;1,comp_105_3;8;0,comp_128_3;4;3,comp_44_3;13;3,comp_121_3;5;0,comp_8_3;10;0,comp_26_3;9;3,comp_3_3;14;0,comp_119_3;1;5,comp_36_3;11;0,comp_102_3;0;4,comp_92_3;2;5,
