HitId,HitTitle,Annotation,AssignmentId,WorkerId,Status,AcceptTime,SubmitTime,Answer 1,Answer 2,Answer 3,Answer 4,Answer 5,Answer 6,Answer 7,Answer 8,Answer 9,Answer 10,Answer 11,Answer 12,Answer 13,Answer 14,Answer 15,Answer 16,Answer 17
2NKNJQ2172ZFSJNSYPCC6EBU1PIYQ4,"A demographic study on the workers of Mechanical Turk","",2D5HJHP4BDDQZX4UEXO983G36NBY5S,A1WE7JOOWZSMHF,Approved,"Fri Nov 15 11:43:39 PST 2013","Fri Nov 15 11:45:33 PST 2013",comp_12_3;13;8,comp_48_3;6;0,comp_135_3;2;8,comp_131_3;1;2,comp_107_3;4;6,comp_127_3;0;3,comp_10_3;15;0,comp_44_3;16;3,comp_121_3;5;4,comp_8_3;11;0,comp_26_3;14;5,comp_2_3;12;1|comp_5_3;12;4|comp_4_3;12;5,comp_119_3;7;0,comp_35_3;10;5,comp_102_3;8;4,comp_91_3;3;40,comp_147_3;9;51,
