HitId,HitTitle,Annotation,AssignmentId,WorkerId,Status,AcceptTime,SubmitTime,Answer 1,Answer 2,Answer 3,Answer 4,Answer 5,Answer 6,Answer 7,Answer 8,Answer 9,Answer 10,Answer 11,Answer 12,Answer 13,Answer 14,Answer 15,Answer 16,Answer 17
2H6UQIHPCGJ8WV7AQ1WXS0JPPFU71W,"A demographic study on the workers of Mechanical Turk","",2XNP3TVOK5UL2Y7KUV5OAFYQTHX63G,A1S45A1QO0REPK,Approved,"Fri Nov 15 14:47:30 PST 2013","Fri Nov 15 14:48:54 PST 2013",comp_12_3;13;0,comp_49_3;1;1,comp_135_3;0;0,comp_119_3;3;1,comp_131_3;5;0,comp_31_3;14;1,comp_100_3;7;4,comp_107_3;8;6,comp_130_3;2;4,comp_11_3;15;1,comp_41_3;16;6,comp_96_3;4;45,comp_121_3;6;4,comp_147_3;9;4,comp_9_3;12;1,comp_23_3;11;2,comp_6_3;10;0|comp_5_3;10;1|comp_2_3;10;2|comp_4_3;10;5,
