HitId,HitTitle,Annotation,AssignmentId,WorkerId,Status,AcceptTime,SubmitTime,Answer 1,Answer 2,Answer 3,Answer 4,Answer 5,Answer 6,Answer 7,Answer 8,Answer 9,Answer 10,Answer 11,Answer 12,Answer 13,Answer 14,Answer 15,Answer 16
214T6YTWX4H90VVXRI09RI6IJENX2Y,"A demographic study on the workers of Mechanical Turk","",2SFMHGYQ4J3TT4CX2R6FZYYIUHEANQ,A29T1GZFGRLWDM,Approved,"Fri Nov 15 14:35:00 PST 2013","Fri Nov 15 14:37:43 PST 2013",comp_15_3;9;5,comp_48_3;2;0,comp_135_3;6;7,comp_133_3;7;2,comp_112_3;0;1,comp_127_3;3;2,comp_11_3;12;1,comp_38_3;11;1,comp_121_3;8;0,comp_9_3;15;1,comp_22_3;10;7,comp_2_3;13;3,comp_117_3;4;4,comp_30_3;14;6,comp_103_3;1;1,comp_82_3;5;31,
