HitId,HitTitle,Annotation,AssignmentId,WorkerId,Status,AcceptTime,SubmitTime,Answer 1,Answer 2,Answer 3,Answer 4,Answer 5,Answer 6,Answer 7,Answer 8,Answer 9,Answer 10,Answer 11,Answer 12,Answer 13,Answer 14,Answer 15,Answer 16,Answer 17
2WT0HFL42J1RHYEXU7YMBIGFK39M14,"A demographic study on the workers of Mechanical Turk","",2GGQ1SNQQ7QCQTBNDP3N212TRS9S83,A2FXW724V0BIBN,Approved,"Fri Nov 15 09:26:31 PST 2013","Fri Nov 15 09:27:52 PST 2013",comp_13_3;15;7,comp_48_3;6;0,comp_140_3;0;7,comp_131_3;3;0,comp_111_3;1;2,comp_128_3;8;4,comp_10_3;13;1,comp_39_3;14;8,comp_122_3;2;3,comp_8_3;11;0,comp_22_3;10;7,comp_2_3;12;1,comp_117_3;4;3,comp_32_3;16;2,comp_102_3;7;4,comp_71_3;5;20,comp_161_3;9;18,
