HitId,HitTitle,Annotation,AssignmentId,WorkerId,Status,AcceptTime,SubmitTime,Answer 1,Answer 2,Answer 3,Answer 4,Answer 5,Answer 6,Answer 7,Answer 8,Answer 9,Answer 10,Answer 11,Answer 12,Answer 13
29QSV7WGKCC14E9YX8UMSAPQ4ZLS2L,"A demographic study on the workers of Mechanical Turk","",2TUD21O3W5XNJCVBFNTK9EPLT5RGAN,A3NHC5GH7ACBT6,Approved,"Fri Nov 15 14:10:29 PST 2013","Fri Nov 15 14:11:33 PST 2013",comp_48_3;0;2,comp_140_3;2;8,comp_131_3;7;0,comp_105_3;6;8,comp_129_3;4;0,comp_121_3;1;4,comp_24_3;10;5,comp_7_3;12;1|comp_4_3;12;2|comp_2_3;12;3,comp_119_3;8;0,comp_34_3;11;4,comp_100_3;5;4,comp_93_3;3;4,comp_174_3;9;31,
