HitId,HitTitle,Annotation,AssignmentId,WorkerId,Status,AcceptTime,SubmitTime,Answer 1,Answer 2,Answer 3,Answer 4,Answer 5,Answer 6,Answer 7,Answer 8,Answer 9,Answer 10,Answer 11,Answer 12,Answer 13,Answer 14,Answer 15,Answer 16,Answer 17
28G0LWSBRI8OD48KHEZJSSTLBQYD1W,"A demographic study on the workers of Mechanical Turk","",2CXL8I9NZW6NXSCA19HWIT86AWHLV2,A2A1Y2EKAI03T5,Approved,"Fri Nov 15 15:55:09 PST 2013","Fri Nov 15 15:56:48 PST 2013",comp_12_3;11;0,comp_48_3;8;2,comp_140_3;1;8,comp_131_3;5;1,comp_111_3;4;2,comp_128_3;3;4,comp_11_3;14;0,comp_44_3;15;7,comp_121_3;7;0,comp_9_3;16;0,comp_26_3;13;3,comp_2_3;10;0|comp_7_3;10;1|comp_5_3;10;2|comp_6_3;10;3|comp_4_3;10;4,comp_119_3;6;4,comp_33_3;12;3,comp_102_3;0;4,comp_85_3;2;34,comp_164_3;9;21,
