HitId,HitTitle,Annotation,AssignmentId,WorkerId,Status,AcceptTime,SubmitTime,Answer 1,Answer 2,Answer 3,Answer 4,Answer 5,Answer 6,Answer 7,Answer 8,Answer 9,Answer 10,Answer 11,Answer 12,Answer 13,Answer 14,Answer 15,Answer 16,Answer 17
2B5U8LZ6R70MOKFU0DA36E7WSEQ6MN,"A demographic study on the workers of Mechanical Turk","",2U4CVLL3CA395AGBD939YQU7YDRZ94,A1EU25HIF6NX3E,Approved,"Fri Nov 15 09:15:47 PST 2013","Fri Nov 15 09:17:07 PST 2013",comp_12_3;12;0,comp_11_3;15;0,comp_49_3;1;0,comp_140_3;6;1,comp_117_3;8;0,comp_40_3;10;7,comp_131_3;4;1,comp_78_3;0;27,comp_32_3;14;4,comp_121_3;5;4,comp_104_3;2;0,comp_112_3;7;7,comp_184_3;9;14,comp_9_3;16;0,comp_23_3;11;2,comp_2_3;13;0|comp_6_3;13;2|comp_4_3;13;4,comp_127_3;3;1,
