HitId,HitTitle,Annotation,AssignmentId,WorkerId,Status,AcceptTime,SubmitTime,Answer 1
2XANTL0XULRM6MH5QRDD85FP793O23,"A demographic study on the workers of Mechanical Turk","",2GKVQ8H88MQ0PEBAY03ICRXX5QR8RW,A21CTVLY9GLBYP,Approved,"Fri Nov 15 09:30:26 PST 2013","Fri Nov 15 09:31:04 PST 2013",comp_131_3;0;1,
