HitId,HitTitle,Annotation,AssignmentId,WorkerId,Status,AcceptTime,SubmitTime,Answer 1,Answer 2,Answer 3,Answer 4,Answer 5,Answer 6,Answer 7,Answer 8,Answer 9,Answer 10,Answer 11
21E4ZMAZHHRX48WMBSEV2H1KHB9BKD,"A demographic study on the workers of Mechanical Turk","",28O2GTP9RA7YOPSNTEPSZF70K2WQVO,A2VLOL5DA4M2T1,Approved,"Fri Nov 15 11:13:23 PST 2013","Fri Nov 15 11:15:48 PST 2013",comp_48_3;1;1,comp_135_3;2;8,comp_132_3;8;1,comp_107_3;0;6,comp_129_3;4;1,comp_123_3;7;2,comp_2_3;10;1|comp_4_3;10;5,comp_117_3;6;3,comp_35_3;9;5,comp_102_3;5;2,comp_82_3;3;31,
