HitId,HitTitle,Annotation,AssignmentId,WorkerId,Status,AcceptTime,SubmitTime,Answer 1
2Z3KH1Q6SVQE01E8DZXLGOBVC5E2LI,"A demographic study on the workers of Mechanical Turk","",2C5IPDOBDDPE8C26HI488MB3RJVC1N,A3DVPHD5N8FW7P,Approved,"Fri Nov 15 15:35:02 PST 2013","Fri Nov 15 15:35:20 PST 2013",comp_132_3;0;1,
