HitId,HitTitle,Annotation,AssignmentId,WorkerId,Status,AcceptTime,SubmitTime,Answer 1,Answer 2,Answer 3,Answer 4,Answer 5,Answer 6,Answer 7,Answer 8,Answer 9,Answer 10,Answer 11,Answer 12,Answer 13
2DM0SPW1INMNZRWQ68EAM6BFM1D3G7,"A demographic study on the workers of Mechanical Turk","",2BP3V0FK0COQLCKN9CGKV9LRXMYOHJ,A2RQT56GX8483D,Approved,"Fri Nov 15 09:44:02 PST 2013","Fri Nov 15 09:45:11 PST 2013",comp_48_3;8;1,comp_135_3;7;2,comp_132_3;2;0,comp_108_3;4;3,comp_128_3;6;0,comp_10_3;10;0,comp_121_3;5;4,comp_23_3;11;2,comp_3_3;12;4,comp_119_3;0;4,comp_32_3;9;2,comp_101_3;1;3,comp_91_3;3;40,
