HitId,HitTitle,Annotation,AssignmentId,WorkerId,Status,AcceptTime,SubmitTime,Answer 1,Answer 2,Answer 3,Answer 4,Answer 5,Answer 6,Answer 7,Answer 8,Answer 9,Answer 10,Answer 11,Answer 12,Answer 13,Answer 14,Answer 15,Answer 16,Answer 17
2EKQ45UUKQO4ZGOIOSJ8ZG010TPDV3,"A demographic study on the workers of Mechanical Turk","",28X8B727M0IMYDNZOBPF3VF4WYZXCP,AWPOHV4H3JEP3,Approved,"Fri Nov 15 10:38:31 PST 2013","Fri Nov 15 10:39:50 PST 2013",comp_12_3;16;8,comp_49_3;1;2,comp_140_3;0;5,comp_119_3;5;5,comp_131_3;3;0,comp_31_3;14;5,comp_104_3;7;0,comp_109_3;6;4,comp_126_3;8;0,comp_11_3;15;1,comp_42_3;12;5,comp_87_3;2;36,comp_121_3;4;4,comp_158_3;9;15,comp_9_3;11;1,comp_23_3;10;2,comp_5_3;13;1|comp_4_3;13;2|comp_2_3;13;4,
