HitId,HitTitle,Annotation,AssignmentId,WorkerId,Status,AcceptTime,SubmitTime,Answer 1,Answer 2,Answer 3,Answer 4,Answer 5,Answer 6,Answer 7,Answer 8,Answer 9,Answer 10,Answer 11,Answer 12
2HJ1K274J79Q9PCNVSV65XFCDQ2EG8,"A demographic study on the workers of Mechanical Turk","",2DQOCCF0CP5QGIZ4AN9X9G4PNNTUVO,ABIFTZG6CSC84,Approved,"Fri Nov 15 08:58:13 PST 2013","Fri Nov 15 08:59:19 PST 2013",comp_12_3;11;0,comp_49_3;5;0,comp_140_3;3;5,comp_131_3;4;1,comp_110_3;2;3,comp_127_3;1;0,comp_40_3;10;3,comp_121_3;0;0,comp_114_3;6;5,comp_102_3;8;2,comp_89_3;7;38,comp_152_3;9;46,
