HitId,HitTitle,Annotation,AssignmentId,WorkerId,Status,AcceptTime,SubmitTime,Answer 1
2OZ57DZKPFEAX9J30RT5W8I9NMW4EG,"A demographic study on the workers of Mechanical Turk","",2BHC6SK9RJ8B7SOL1MDALPMOP6O4SJ,A24Z9DYJB2PK4M,Approved,"Fri Nov 15 13:10:54 PST 2013","Fri Nov 15 13:11:21 PST 2013",comp_108_3;0;3,
