2,4,4,2,3,7,2,4,10
0,0,0,1,1,0,1,0,0
0,1,0,1,2,1,1,3,1
1,0,1,1,2,5,1,2,2
1,0,1,1,1,2,1,1,2
1,2,2,1,1,5,1,0,1
0,0,2,1,2,2,1,0,2
1,0,0,1,2,1,0,2,1
1,1,0,1,2,1,1,0,2
1,1,0,1,1,3,1,1,3
0,2,0,0,0,2,0,3,0
1,2,2,1,1,1,1,0,2
1,2,0,1,1,1,1,1,2
1,3,3,1,2,1,1,0,2
1,1,0,1,2,0,1,1,2
1,2,2,0,0,3,1,0,8
1,3,1,1,2,0,1,3,6
0,2,1,1,0,2,0,3,0
